Unnamed: 0,title,date,stock,sentiment_label,sentiment_score,sentiment_scalar,event_type,entity_a,entity_b,event_confidence
4083,Casino Closed,2020-05-30 00:00:00,AAPL,Neutral,0.9951723217964172,0.0,Legal and Regulation,AAPL,,0.5
4084,"Casino Closed, Markets Open",2020-05-30 00:00:00,AAPL,Neutral,0.9995866417884827,0.0,Macroeconomic,AAPL,,0.5
4085,"DXC Technology (DXC) Q4 Earnings Top Estimates, Revenues Miss",2020-05-29 00:00:00,AAPL,Neutral,0.9974714517593384,0.0,Earnings Report,AAPL,,0.5
4086,Marvell's (MRVL) Q1 Earnings & Revenues Surpass Estimates,2020-05-29 00:00:00,AAPL,Neutral,0.9984579086303711,0.0,Earnings Report,AAPL,,0.5
4087,Dolby (DLB) Rolls Out Interactive Platform for Developers,2020-05-29 00:00:00,AAPL,Neutral,0.999679684638977,0.0,Analyst Rating,AAPL,,0.5
4088,"Remote Working Boosts Peripherals, PC Sales: 4 Stocks to Buy",2020-05-29 00:00:00,AAPL,Neutral,0.9988124370574951,0.0,Analyst Rating,AAPL,,0.5
4089,"4 Stocks to Watch as Dow Breezes Past 25,000 Points",2020-05-29 00:00:00,AAPL,Neutral,0.9998612403869629,0.0,Stock Movement,AAPL,,0.5
4090,The Momentum Trade Driving Stocks Higher May Be About To Snap,2020-05-28 00:00:00,AAPL,Neutral,0.9969336986541748,0.0,Stock Movement,AAPL,,0.5
4091,Tweedy Browne's —…—… Annual Letter to Shareholders,2020-05-28 00:00:00,AAPL,Neutral,0.9622366428375244,0.0,Stock Movement,AAPL,,0.5
4092,Kroger: Capital Preservation and More at a Good Price,2020-05-28 00:00:00,AAPL,Neutral,0.9998961687088013,0.0,Analyst Rating,AAPL,,0.5
4093,"Tredje AP-fonden Buys Microsoft Corp, Amazon.com Inc, Apple Inc, Sells iShares U.S. ...",2020-05-28 00:00:00,AAPL,Neutral,0.999626874923706,0.0,Stock Movement,AAPL,,0.5
4094,"The Zacks Analyst Blog Highlights: Apple, Exxon Mobil, Cisco System and Chevron",2020-05-28 00:00:00,AAPL,Neutral,0.9974651336669922,0.0,Stock Movement,CVX,,0.14676737785339355
4095,Growth Stocks for 2020: Trading Tech Stocks + FANG Stocks,2020-05-28 00:00:00,AAPL,Neutral,0.9993131160736084,0.0,Stock Movement,AAPL,,0.5
4096,Stocks Are Struggling To Post Gains On May 28 Ahead Of Initial Claims,2020-05-28 00:00:00,AAPL,Neutral,0.9994258880615234,0.0,Stock Movement,AAPL,,0.5
4097,Swiss National Bank Ready To Buy Much More Tech Stocks To Weaken The Franc,2020-05-28 00:00:00,AAPL,Neutral,0.9847604632377625,0.0,Stock Movement,AAPL,,0.5
4098,The Topsy-Turvy S&P 500 Earnings Picture,2020-05-27 00:00:00,AAPL,Neutral,0.9707714319229126,0.0,Earnings Report,AAPL,,0.5
52277,AIG to Virtually Participate in the Morgan Stanley U.S. ...,2020-06-03 00:00:00,AIG,Neutral,0.9999529123306274,0.0,Analyst Rating,AIG,,0.5
52278,8 Stocks Diamond Hill Capital Continues to Buy,2020-05-28 00:00:00,AIG,Neutral,0.9996108412742615,0.0,Stock Movement,AIG,,0.5
52279,"Opening Day: SelectQuote Goes Public Amid COVID-19, Raises $360M In IPO",2020-05-24 00:00:00,AIG,Neutral,0.9994776844978333,0.0,Stock Movement,AIG,,0.5
52280,AIG to Virtually Participate in the Deutsche Bank Global Financial Services Conference at a ...,2020-05-21 00:00:00,AIG,Neutral,0.9999226331710815,0.0,Analyst Rating,AIG,,0.5
52281,"Richmond Hill Investments, LLC Buys Global Indemnity, Charter Communications Inc, The Walt Disney Co",2020-05-15 00:00:00,AIG,Neutral,0.9997220635414124,0.0,Mergers and Acquisitions,AIG,,0.5
52282,US Stocks Close Slightly Higher Friday Despite Retail Report,2020-05-15 00:00:00,AIG,Neutral,0.9971532821655273,0.0,Stock Movement,AIG,,0.5
52283,"Meru Capital Group, LP Buys Chevron Corp, Facebook Inc, Morgan Stanley, Sells JOYY Inc, Lyft Inc",2020-05-14 00:00:00,AIG,Neutral,0.9997732043266296,0.0,Stock Movement,AIG,,0.5
52284,"Eubel Brady & Suttman Asset Management Inc Buys AmerisourceBergen Corp, Steel Dynamics Inc, ...",2020-05-13 00:00:00,AIG,Neutral,0.999950647354126,0.0,Mergers and Acquisitions,AIG,,0.5
52285,Steven Romick Comments on American International Group,2020-05-11 00:00:00,AIG,Neutral,0.9996125102043152,0.0,Analyst Rating,AIG,,0.5
52286,Steven Romick's FPA Crescent Fund –st-Quarter Shareholder Commentary,2020-05-11 00:00:00,AIG,Neutral,0.9999032020568848,0.0,Stock Movement,AIG,,0.5
52287,AIG to Participate in the UBS Virtual Insurance Conference,2020-05-08 00:00:00,AIG,Neutral,0.9999423027038574,0.0,Analyst Rating,AIG,,0.5
52288,"Oakview Capital Management, L.p. Buys Sysco Corp, JB Hunt Transport Services Inc, Alphabet Inc, ...",2020-05-08 00:00:00,AIG,Neutral,0.99994957447052,0.0,Stock Movement,GOOGL,,0.4954273095354438
52289,"Mountain Road Advisors, LLC Buys Allstate Corp, Argo Group International Holdings, Arch Capital ...",2020-05-07 00:00:00,AIG,Neutral,0.9997063279151917,0.0,Mergers and Acquisitions,AIG,,0.5
52290,T Rowe Price Equity Income Fund Buys 8 Stocks,2020-05-07 00:00:00,AIG,Neutral,0.99299556016922,0.0,Stock Movement,AIG,,0.5
52291,"CNO Financial's (CNO) Q1 Earnings Beat Estimates, Surge Y/Y",2020-05-06 00:00:00,AIG,Neutral,0.9941537976264954,0.0,Earnings Report,AIG,,0.5
52292,"Diamond Hill Capital Management Buys Mondelez International Inc, Visa Inc, American ...",2020-05-05 00:00:00,AIG,Neutral,0.9999034404754639,0.0,Mergers and Acquisitions,AIG,,0.5
52293,AIG Earnings and Revenues Fall Short of Estimates in Q1,2020-05-05 00:00:00,AIG,Neutral,0.9990127086639404,0.0,Earnings Report,AIG,,0.8149913549423218
52294,"Northstar Group, Inc. Buys Broadridge Financial Solutions Inc, Vanguard S&P 5……, ...",2020-05-04 00:00:00,AIG,Neutral,0.9998043179512024,0.0,Stock Movement,AIG,,0.5
52295,"Pzena Investment Management LLC Buys Dow Inc, American International Group Inc, Halliburton Co, ...",2020-05-01 00:00:00,AIG,Neutral,0.9998356103897095,0.0,Stock Movement,AIG,,0.5
52296,"Markston International Llc Buys Booking Holdings Inc, Marathon Petroleum Corp, American ...",2020-05-01 00:00:00,AIG,Neutral,0.99980229139328,0.0,Mergers and Acquisitions,AIG,,0.5
52297,AIG Gears Up for Q1 Earnings: A Beat in Store for the Stock?,2020-05-01 00:00:00,AIG,Neutral,0.9964956641197205,0.0,Earnings Report,AIG,,0.19292610883712769
52298,Unum (UNM) to Report Q1 Earnings: What's in the Offing?,2020-05-01 00:00:00,AIG,Neutral,0.9925754070281982,0.0,Earnings Report,AIG,,0.5
52299,US Indexes Close Lower Thursday,2020-04-30 00:00:00,AIG,Neutral,0.9937511086463928,0.0,Stock Movement,AIG,,0.5
52300,Should You Buy American International (AIG) Ahead of Earnings?,2020-04-30 00:00:00,AIG,Neutral,0.9951392412185669,0.0,Earnings Report,AIG,,0.5
52301,American International Group (AIG) Expected to Beat Earnings Estimates: Should You Buy?,2020-04-27 00:00:00,AIG,Positive,0.6325128674507141,0.6325128674507141,Earnings Report,AIG,,0.5
52302,What's in Store for Marsh & McLennan's (MMC) Q1 Earnings?,2020-04-27 00:00:00,AIG,Neutral,0.9982686042785645,0.0,Earnings Report,AIG,,0.5
52303,Willis Towers (WLTW) to Report Q1 Earnings: What's in Store?,2020-04-27 00:00:00,AIG,Neutral,0.9993289709091187,0.0,Earnings Report,AIG,,0.5
52304,What Awaits Intercontinental Exchange (ICE) in Q1 Earnings?,2020-04-27 00:00:00,AIG,Neutral,0.9874562621116638,0.0,Earnings Report,AIG,,0.5
52305,"Nepsis Capital Management, Inc. Buys Discover Financial Services, Square Inc, VMware Inc, Sells ...",2020-04-24 00:00:00,AIG,Neutral,0.9999425411224365,0.0,Stock Movement,AIG,,0.5
52306,"American Assets Inc Buys Philip Morris International Inc, Exxon Mobil Corp, International ...",2020-04-24 00:00:00,AIG,Neutral,0.9993579983711243,0.0,Mergers and Acquisitions,XOM,XOM,0.4541468797251582
52307,Cincinnati (CINF) to Post Q1 Results: What's in the Offing?,2020-04-24 00:00:00,AIG,Neutral,0.9997879862785339,0.0,Earnings Report,AIG,,0.5
52308,What's in the Offing for Aflac (AFL) This Earnings Season?,2020-04-23 00:00:00,AIG,Neutral,0.9988779425621033,0.0,Earnings Report,AIG,,0.5
52309,US Indexes Lower for a Second Day Tuesday,2020-04-21 00:00:00,AIG,Neutral,0.990691602230072,0.0,Stock Movement,AIG,,0.5
52310,"Nepsis Capital Management, Inc. Buys Discover Financial Services, Square Inc, VMware Inc, Sells ...",2020-04-17 00:00:00,AIG,Neutral,0.9999425411224365,0.0,Stock Movement,AIG,,0.5
52311,"SeaBridge Investment Advisors LLC Buys Stryker Corp, ViacomCBS Inc, Comcast Corp, Sells ...",2020-04-17 00:00:00,AIG,Neutral,0.9994487166404724,0.0,Stock Movement,AIG,,0.5
52312,US Indexes Close Lower Wednesday,2020-04-15 00:00:00,AIG,Neutral,0.9937511086463928,0.0,Stock Movement,AIG,,0.5
52313,"CenturyLink Investment Management Co Buys Oracle Corp, Healthpeak Properties Inc, NetApp Inc, ...",2020-04-15 00:00:00,AIG,Neutral,0.999933123588562,0.0,Stock Movement,AIG,,0.5
52314,US Indexes Close Higher Thursday and for the Week,2020-04-09 00:00:00,AIG,Neutral,0.9998961687088013,0.0,Stock Movement,AIG,,0.5
52315,Bill Nygren's Oakmark Fund –st-Quarter Shareholder Commentary,2020-04-08 00:00:00,AIG,Neutral,0.9995241165161133,0.0,Stock Movement,AIG,,0.5
52316,Major US Indexes Close Slightly Lower Tuesday,2020-04-07 00:00:00,AIG,Neutral,0.9992091059684753,0.0,Stock Movement,AIG,,0.5
52317,Last Time Was Different,2020-04-04 00:00:00,AIG,Neutral,0.993298351764679,0.0,Analyst Rating,AIG,,0.5
52318,"MetLife Hurt by Low Interest Rates, Equity Market Declines",2020-03-24 00:00:00,AIG,Neutral,0.9995667338371277,0.0,Stock Movement,AIG,,0.5
52319,Allstate Gets Negative Ratings Due to Coronavirus-Led Fears,2020-03-20 00:00:00,AIG,Neutral,0.9958143830299377,0.0,Analyst Rating,AIG,,0.5
52320,Life Insurers Face Rating Downgrades Due to Coronavirus Fears,2020-03-20 00:00:00,AIG,Neutral,0.9997075200080872,0.0,Analyst Rating,AIG,,0.5
52321,New Strong Sell Stocks for March 20th,2020-03-20 00:00:00,AIG,Neutral,0.9998539686203003,0.0,Stock Movement,AIG,,0.5
52322,AIG Announces Adjustments to Warrant Exercise Price and Shares Receivable upon Warrant Exercise,2020-03-16 00:00:00,AIG,Neutral,0.9987778067588806,0.0,Stock Movement,AIG,,0.5
52323,Why Is American International Group (AIG) Down 44% Since Last Earnings Report?,2020-03-14 00:00:00,AIG,Neutral,0.998612642288208,0.0,Earnings Report,AIG,,0.5
52324,Making Sense Of Today's Market Sell-Off,2020-03-12 00:00:00,AIG,Neutral,0.9990723133087158,0.0,Stock Movement,AIG,,0.5
52325,"Non-Life Insurance Market in India —…–7-—…—' Market Size, Segmentation based on ...",2020-02-29 00:00:00,AIG,Neutral,0.9999775886535645,0.0,Analyst Rating,AIG,,0.5
52326,New Strong Sell Stocks for February 27th,2020-02-27 00:00:00,AIG,Neutral,0.9999135732650757,0.0,Stock Movement,AIG,,0.5
52327,Berkshire Hathaway: Steady as She Goes,2020-02-24 00:00:00,AIG,Neutral,0.999437153339386,0.0,Analyst Rating,AIG,,0.5
52328,"Point7— Europe (London) LLP Buys Bank of New York Mellon Corp, American International Group ...",2020-02-17 00:00:00,AIG,Neutral,0.999896764755249,0.0,Mergers and Acquisitions,AIG,,0.5
52329,"Capital Returns Management, LLC Buys Watford Holdings, Alleghany Corp, Employers Holdings Inc, ...",2020-02-17 00:00:00,AIG,Neutral,0.9999500513076782,0.0,Mergers and Acquisitions,AIG,,0.5
52330,"Bain Capital Public Equity Management II, LLC Buys Alibaba Group Holding, Novartis AG, ...",2020-02-17 00:00:00,AIG,Neutral,0.999940037727356,0.0,Stock Movement,AIG,,0.5
52331,"Hotchkis & Wiley Capital Management LLC Buys American International Group Inc, Halliburton ...",2020-02-13 00:00:00,AIG,Neutral,0.998775064945221,0.0,Stock Movement,AIG,,0.5
52332,American International (AIG) Q4 Earnings Beat Estimates,2020-02-13 00:00:00,AIG,Neutral,0.9001952409744263,0.0,Earnings Report,AIG,,0.5
52333,"Abbot Financial Management, Inc. Buys Rubius Therapeutics Inc, Crown Castle International Corp, ...",2020-02-13 00:00:00,AIG,Neutral,0.9999797344207764,0.0,Mergers and Acquisitions,AIG,,0.5
52334,Why Earnings Season Could Be Great for American International (AIG),2020-02-12 00:00:00,AIG,Neutral,0.9497941136360168,0.0,Earnings Report,AIG,,0.5
52335,Jeff Auxier Comments on American International Group,2020-02-11 00:00:00,AIG,Neutral,0.9991682767868042,0.0,Analyst Rating,AIG,,0.5
52336,CME Group (CME) to Report Q4 Earnings: What's in Store?,2020-02-11 00:00:00,AIG,Neutral,0.9973481893539429,0.0,Earnings Report,AIG,,0.5
52337,What Awaits American International (AIG) in Q4 Earnings?,2020-02-11 00:00:00,AIG,Neutral,0.9967514276504517,0.0,Earnings Report,AIG,,0.5
52338,Steven Romick Comments on American International Group,2020-02-07 00:00:00,AIG,Neutral,0.9996125102043152,0.0,Analyst Rating,AIG,,0.5
52339,Steven Romick's FPA Crescent Fund Year-End Shareholder Commentary,2020-02-07 00:00:00,AIG,Neutral,0.997365415096283,0.0,Stock Movement,AIG,,0.5
52340,"Intercontinental Exchange (ICE) Q4 Earnings Meet, Rise Y/Y",2020-02-07 00:00:00,AIG,Neutral,0.9455345869064331,0.0,Earnings Report,AIG,,0.5
52341,What's in the Cards for Loews (L) This Earnings Season?,2020-02-07 00:00:00,AIG,Neutral,0.9986476302146912,0.0,Earnings Report,AIG,,0.5
52342,Everest Re (RE) to Report Q4 Earnings: What's in the Cards?,2020-02-07 00:00:00,AIG,Neutral,0.9994526505470276,0.0,Earnings Report,AIG,,0.5
52343,"Stevens Capital Management Lp Buys VanEck Vectors Gold Miners ETF, Walmart Inc, Digital Realty ...",2020-02-06 00:00:00,AIG,Neutral,0.9995831847190857,0.0,Stock Movement,AIG,,0.5
52344,How To Protect Your Dividend Growth Portfolio From The Pending Market Crash,2020-02-06 00:00:00,AIG,Neutral,0.9890250563621521,0.0,Stock Movement,AIG,,0.5
52345,What's in the Cards for Cboe Global (CBOE) Q4 Earnings?,2020-02-05 00:00:00,AIG,Neutral,0.9997100234031677,0.0,Earnings Report,AIG,,0.5
52346,"Eos Focused Equity Management, L.P. Buys Frontdoor Inc, Envista Holdings Corp, ...",2020-02-03 00:00:00,AIG,Neutral,0.9999483823776245,0.0,Stock Movement,AIG,,0.5
52347,What to Expect for Intercontinental Exchange (ICE) Q4 Earnings,2020-02-03 00:00:00,AIG,Neutral,0.8760243058204651,0.0,Earnings Report,AIG,,0.5
52348,What's in the Cards for Unum Group (UNM) in Q4 Earnings?,2020-02-03 00:00:00,AIG,Neutral,0.999126136302948,0.0,Earnings Report,AIG,,0.5
52349,What's in Store for Aon (AON) Stock This Earnings Season?,2020-01-28 00:00:00,AIG,Neutral,0.9969314336776733,0.0,Stock Movement,AIG,,0.5
52350,What to Expect for Marsh & McLennan's (MMC) Q4 Earnings,2020-01-27 00:00:00,AIG,Neutral,0.9736891984939575,0.0,Earnings Report,AIG,,0.5
52351,"Arizona State Retirement System Buys Truist Financial Corp, ServiceNow Inc, Bristol-Myers ...",2020-01-27 00:00:00,AIG,Neutral,0.999401330947876,0.0,Mergers and Acquisitions,AIG,,0.5
52352,"Hudson Valley Investment Advisors Inc Buys Truist Financial Corp, PNC Financial Services Group ...",2020-01-17 00:00:00,AIG,Neutral,0.9980022311210632,0.0,Mergers and Acquisitions,AIG,,0.5
52353,"Cerebellum GP, LLC Buys HP Inc, MetLife Inc, Wyndham Destinations Inc, Sells Allstate Corp, ...",2020-01-16 00:00:00,AIG,Neutral,0.9999222755432129,0.0,Stock Movement,AIG,,0.5
52354,"Avoid AIG, Add These 3 Insurance Stocks to Your Portfolio",2020-01-07 00:00:00,AIG,Neutral,0.9963195323944092,0.0,Stock Movement,AIG,,0.5
52355,"American International Group, Inc. (AIG) CEO Brian Duperreault Presents at Goldman Sachs U.S. Financial Services Conference (Transcript)",2019-12-10 00:00:00,AIG,Neutral,0.9998076558113098,0.0,Analyst Rating,AIG,,0.5
52356,"Netflix, Cisco And Chewy On The Marquee (Stocks To Watch Podcast)",2019-12-08 00:00:00,AIG,Neutral,0.9998764991760254,0.0,Stock Movement,AIG,,0.5
52357,"Stocks To Watch: Netflix, Cisco And Chewy On The Marquee",2019-12-07 00:00:00,AIG,Neutral,0.9997671246528625,0.0,Stock Movement,AIG,,0.5
52358,American International Group Sees Relative Strength Rating Improve To 71,2019-12-02 00:00:00,AIG,Neutral,0.9941815733909607,0.0,Analyst Rating,AIG,,0.5
52359,December Update: Bloomberg 50 Companies To Watch In 2020,2019-12-01 00:00:00,AIG,Neutral,0.9999887943267822,0.0,Analyst Rating,AIG,,0.5
52360,American International Group (AIG) Down 0.6% Since Last Earnings Report: Can It Rebound?,2019-12-01 00:00:00,AIG,Neutral,0.9994433522224426,0.0,Earnings Report,AIG,,0.5
52361,FPA Crescent Fund Q3 2019 Commentary,2019-11-29 00:00:00,AIG,Neutral,0.9999240636825562,0.0,Analyst Rating,AIG,,0.5
52362,Inefficient Market Theory: Bargains in a Market-Wide Crisis,2019-11-28 00:00:00,AIG,Neutral,0.9886112809181213,0.0,Macroeconomic,AIG,,0.5
52363,Inefficient Market Theory: Bargains in a Market-Wide Crisis,2019-11-27 00:00:00,AIG,Neutral,0.9886112809181213,0.0,Macroeconomic,AIG,,0.5
52364,Inefficient Market Theory: Berkshire Hathaway and Indexation,2019-11-26 00:00:00,AIG,Neutral,0.9268866777420044,0.0,Stock Movement,AIG,,0.5
52365,Wall Street Breakfast: Maiden Voyage For Alibaba In Hong Kong,2019-11-26 00:00:00,AIG,Neutral,0.9993213415145874,0.0,Stock Movement,AIG,,0.5
52366,"AIG sells majority stake in Fortitude Re to Carlyle, T&D Holdings for $1.8B",2019-11-25 00:00:00,AIG,Neutral,0.9995669722557068,0.0,Mergers and Acquisitions,AIG,,0.5
159618,Warren Buffett's Berkshire Hathaway Turns Up Stake in Liberty SiriusXM,2020-06-03 00:00:00,BAC,Neutral,0.9996910095214844,0.0,Stock Movement,BAC,,0.5
159619,Bank of America Announces —…—– Quarterly Financial Reporting Dates,2020-06-02 00:00:00,BAC,Neutral,0.9994043111801147,0.0,Earnings Report,BAC,,0.5
159620,"Charles de Vaulx Exits 4 Stocks, Boosts — Holdings in –st Quarter",2020-06-02 00:00:00,BAC,Neutral,0.9999732971191406,0.0,Stock Movement,BAC,,0.5
159621,Bank of America Announces $– Billion/4-Year Commitment to Support Economic Opportunity Initiatives,2020-06-02 00:00:00,BAC,Neutral,0.9986757636070251,0.0,Analyst Rating,BAC,,0.5
159622,"Oakmark Fund Buys American Express Co, Workday Inc, Match Group Inc, Sells Citigroup Inc, Bank ...",2020-06-01 00:00:00,BAC,Neutral,0.9999130964279175,0.0,Stock Movement,BAC,,0.5
304573,"US Steel Imports Surge in April, Coronavirus Overhang Remains",2020-05-29 00:00:00,CLF,Neutral,0.9998407363891602,0.0,Stock Movement,CLF,,0.5
304574,Cleveland-Cliffs Inc. Announces Price Increase for Carbon Steel Products,2020-05-21 00:00:00,CLF,Neutral,0.9994764924049377,0.0,Stock Movement,CLF,,0.5
304575,Should WisdomTree U.S. SmallCap ETF (EES) Be on Your Investing Radar?,2020-05-20 00:00:00,CLF,Neutral,0.9935592412948608,0.0,Stock Movement,CLF,,0.5
304576,"Aequim Alternative Investments LP Buys Becton, Dickinson and Co, Atlassian Corporation PLC, ...",2020-05-15 00:00:00,CLF,Neutral,0.9999704360961914,0.0,Mergers and Acquisitions,CLF,,0.5
304577,"Beddow Capital Management Inc Buys BP PLC, Royal Dutch Shell PLC, Franco-Nevada Corp, Sells ...",2020-05-07 00:00:00,CLF,Neutral,0.9991177916526794,0.0,Stock Movement,CLF,,0.5
304578,Municipal Employees' Retirement System of Michigan Buys iShares iBoxx $ High Yield Corporate ...,2020-04-29 00:00:00,CLF,Neutral,0.9992744326591492,0.0,Stock Movement,CLF,,0.5
304579,"Montgomery Investment Management Inc Buys Truist Financial Corp, iShares Core S&P 5……, ...",2020-04-28 00:00:00,CLF,Neutral,0.9999517202377319,0.0,Stock Movement,CLF,,0.5
304580,Should WisdomTree U.S. SmallCap ETF (EES) Be on Your Investing Radar?,2020-04-28 00:00:00,CLF,Neutral,0.9935592412948608,0.0,Stock Movement,CLF,,0.5
304581,"Kerntke Otto McGlone Wealth Management Group Buys iShares Edge MSCI Min Vol USA, NVIDIA Corp, ...",2020-04-27 00:00:00,CLF,Neutral,0.9998332262039185,0.0,Stock Movement,CLF,,0.5
304582,Cleveland-Cliffs Inc. to Announce First-Quarter —…—… Results on May ––,2020-04-23 00:00:00,CLF,Neutral,0.9960370659828186,0.0,Earnings Report,CLF,,0.5
304583,What's in Store for Cleveland-Cliffs (CLF) in Q1 Earnings?,2020-04-21 00:00:00,CLF,Neutral,0.9988417029380798,0.0,Earnings Report,CLF,,0.5
304584,Cleveland-Cliffs Inc. Announces Offering and Pricing of Additional Senior Secured Notes due ...,2020-04-21 00:00:00,CLF,Neutral,0.9852972626686096,0.0,Analyst Rating,CLF,,0.5
304585,Earnings Preview: Cleveland-Cliffs (CLF) Q1 Earnings Expected to Decline,2020-04-16 00:00:00,CLF,Neutral,0.9935365319252014,0.0,Earnings Report,CLF,,0.5
304586,Why the Earnings Surprise Streak Could Continue for Cleveland-Cliffs (CLF),2020-04-02 00:00:00,CLF,Neutral,0.9968124032020569,0.0,Earnings Report,CLF,,0.5
304587,Cleveland-Cliffs Suspends HBI Project Construction in Ohio,2020-03-23 00:00:00,CLF,Neutral,0.9995573163032532,0.0,Legal and Regulation,CLF,,0.5
304588,Cleveland-Cliffs Commends the State of Ohio for Recognizing Essential Businesses and Operations ...,2020-03-22 00:00:00,CLF,Neutral,0.999721109867096,0.0,Analyst Rating,CLF,,0.5
304589,Why Is Cleveland-Cliffs (CLF) Down 55.6% Since Last Earnings Report?,2020-03-21 00:00:00,CLF,Neutral,0.9978420734405518,0.0,Earnings Report,CLF,,0.5
304590,Cleveland-Cliffs Temporarily Shuts Down Construction of its HBI Project,2020-03-19 00:00:00,CLF,Neutral,0.9998569488525391,0.0,Analyst Rating,CLF,,0.5
304591,Cleveland-Cliffs New Labor Agreement with IAM Members Ratified for its Middletown Works,2020-03-19 00:00:00,CLF,Neutral,0.999919056892395,0.0,Legal and Regulation,CLF,,0.5
304592,Cleveland-Cliffs Inc. and AK Steel Holding Corporation Announce Final Results of Exchange ...,2020-03-16 00:00:00,CLF,Neutral,0.9984413981437683,0.0,Earnings Report,CLF,,0.5
304593,"Cleveland-cliffs Inc (CLF) EVP, CFO Keith Koci Bought $–…—,—5… of Shares",2020-03-13 00:00:00,CLF,Neutral,0.9999438524246216,0.0,Stock Movement,CLF,,0.5
304594,"Cleveland-cliffs Inc (CLF) Chairman, President & CEO Lourenco Goncalves Bought ...",2020-03-11 00:00:00,CLF,Neutral,0.9993139505386353,0.0,Stock Movement,CLF,,0.5
304595,Cleveland-Cliffs & AK Steel Shareholders Approve Merger Deal,2020-03-11 00:00:00,CLF,Neutral,0.9969430565834045,0.0,Mergers and Acquisitions,CLF,,0.5
304596,5 Stocks With Falling Prices and High Yields,2020-03-09 00:00:00,CLF,Neutral,0.9993822574615479,0.0,Stock Movement,CLF,,0.5
304597,Cleveland-Cliffs Declares Pricing of Senior Secured Notes,2020-03-04 00:00:00,CLF,Neutral,0.9997958540916443,0.0,Analyst Rating,CLF,,0.5
304598,"Most Active Equity Options For Midday - Wednesday, March 4",2020-03-04 00:00:00,CLF,Neutral,0.994537889957428,0.0,Stock Movement,CLF,,0.5
304599,2020 Value Stocks List: Lowest P/E Stocks (+The Top 3 Value Stocks Now),2020-02-29 00:00:00,CLF,Neutral,0.9998754262924194,0.0,Stock Movement,CLF,,0.5
304600,Cleveland-Cliffs Declares Proposed Offering of Senior Notes,2020-02-27 00:00:00,CLF,Neutral,0.9994837045669556,0.0,Stock Movement,CLF,,0.5
304601,"Cleveland-Cliffs' (CLF) Q4 Earnings Top, Sales Miss Estimates",2020-02-21 00:00:00,CLF,Neutral,0.9853163361549377,0.0,Earnings Report,CLF,,0.5
304602,Cleveland-Cliffs (CLF) to Post Q4 Earnings: What's in Store?,2020-02-18 00:00:00,CLF,Neutral,0.9988251328468323,0.0,Earnings Report,CLF,,0.5
